rewards
"[0.0, 0.0, 0.0, 0.08, 0.1, 0.08, 0.12, 0.13, 0.27, 0.29, 0.36, 0.46, 0.51, 0.58, 0.65, 0.65, 0.63, 0.66, 0.57, 0.64, 0.58, 0.49, 0.46, 0.4, 0.38, 0.42, 0.42, 0.38, 0.34, 0.28]"
"[0.0, 0.0, 0.03, 0.03, 0.1, 0.12, 0.1, 0.09, 0.09, 0.1, 0.12, 0.12, 0.11, 0.12, 0.09, 0.07, 0.07, 0.08, 0.07, 0.05, 0.03, 0.03, 0.03, 0.07, 0.08, 0.09, 0.1, 0.11, 0.11, 0.11]"
"[0.0, 0.0, 0.03, 0.03, 0.04, 0.05, 0.06, 0.05, 0.04, 0.07, 0.08, 0.1, 0.09, 0.12, 0.11, 0.1, 0.11, 0.13, 0.14, 0.12, 0.11, 0.12, 0.15, 0.13, 0.15, 0.17, 0.16, 0.15, 0.14, 0.13]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13, 0.19, 0.17, 0.15, 0.15, 0.15, 0.15, 0.17, 0.17, 0.17, 0.08, 0.02, 0.05, 0.06, 0.07, 0.07, 0.08, 0.11, 0.12, 0.12, 0.14, 0.15, 0.12, 0.11]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.03, 0.03, 0.02, 0.03, 0.04, 0.04, 0.05, 0.06, 0.06, 0.05, 0.07, 0.07, 0.07, 0.06, 0.06, 0.07, 0.06, 0.06, 0.06, 0.07, 0.04, 0.05, 0.05, 0.08]"
