models
"[[32, 5, 1, 2, 0.05, 128, 0.05, 0.0005], [], []]"
"[[16, 7, 1, 2, 0.05, 128, 0.05, 0.02], [], []]"
"[[32, 3, 1, 2, 0.05, 256, 0.05, 0.001], [], []]"
"[[32, 3, 1, 2, 0.05, 256, 0.05, 0.0001], [16, 1, 1, 2, 0.15], []]"
"[[32, 3, 2, 2, 0.05, 128, 0.05, 1e-15], [128, 3, 2, 3, 0.25], []]"
"[[16, 7, 4, 1, 0.05, 256, 0.05, 0.001], [32, 4, 2, 1, 0.25], [64, 3, 1, 1, 0.25]]"
