total_time,call_back_time,test_acc,test_loss
570.3935024738312,"[93.30994653701782, 96.88509368896484, 96.79877877235413, 95.29116559028625, 93.42978858947754, 93.31148409843445]",0.8108952045440674,0.6288911700248718
567.1498513221741,"[93.25327277183533, 96.3179018497467, 94.5523476600647, 95.49976015090942, 93.3288836479187, 92.79604887962341]",0.8108952045440674,0.6052958369255066
560.3598916530609,"[98.37867856025696, 92.55105090141296, 92.47944402694702, 92.03608345985413, 92.04130148887634, 91.3951256275177]",0.8108952045440674,0.6220111846923828
499.5013334751129,"[81.93710947036743, 83.43665528297424, 82.68781661987305, 82.15309405326843, 84.02585434913635, 83.60012078285217]",0.8108952045440674,0.6216921806335449
555.1321353912354,"[90.44495487213135, 93.93328166007996, 93.11775588989258, 91.05068707466125, 91.83332800865173, 93.17153286933899]",0.8108952045440674,0.6100862622261047
558.4966540336609,"[94.4022912979126, 91.49738764762878, 93.14520955085754, 91.13496589660645, 92.64986085891724, 94.74044060707092]",0.8108952045440674,0.6112821102142334
556.226236820221,"[87.31471085548401, 93.48173904418945, 93.54728984832764, 92.27658224105835, 95.10418272018433, 93.77429461479187]",0.8108952045440674,0.6123141646385193
553.9623465538025,"[92.31382536888123, 93.5266969203949, 93.29670715332031, 91.6172137260437, 91.25711631774902, 91.25537204742432]",0.8108952045440674,0.6131690740585327
545.8867666721344,"[88.32183694839478, 90.67480421066284, 91.51818466186523, 91.51353096961975, 92.27701687812805, 90.94194078445435]",0.8108952045440674,0.6147460341453552
552.0775098800659,"[94.6685721874237, 91.81600451469421, 91.9348452091217, 90.34628677368164, 90.27270030975342, 92.33541560173035]",0.8108952045440674,0.6209710240364075
529.6016173362732,"[90.85257863998413, 89.6383900642395, 89.6675980091095, 83.8082013130188, 86.10270738601685, 88.30605840682983]",0.8108952045440674,0.6228207945823669
515.885026216507,"[88.96576523780823, 81.3824725151062, 88.23455905914307, 84.26183891296387, 85.77442622184753, 85.8132266998291]",0.8108952045440674,0.6227022409439087
559.44895362854,"[93.62335801124573, 94.83935761451721, 91.98729300498962, 92.39018511772156, 92.68247842788696, 92.3697190284729]",0.8108952045440674,0.6128302812576294
552.3496446609497,"[92.28096842765808, 92.68495583534241, 91.17668724060059, 90.2528567314148, 94.01959300041199, 91.20252323150635]",0.8108952045440674,0.6176183223724365
517.8360688686371,"[82.72297096252441, 87.35896849632263, 87.57122731208801, 87.39509606361389, 86.23491525650024, 85.78526902198792]",0.8108952045440674,0.6274152398109436
514.2725841999054,"[84.66992855072021, 88.91404628753662, 86.41962742805481, 87.64905786514282, 82.35984516143799, 83.50398588180542]",0.8108952045440674,0.6205108165740967
582.90416264534,"[100.70178842544556, 96.1336658000946, 96.47644782066345, 96.29116106033325, 94.87001204490662, 97.67098450660706]",0.8108952045440674,0.5992939472198486
573.3057038784027,"[94.63358044624329, 95.80419754981995, 94.43756985664368, 96.17905974388123, 94.17794966697693, 97.36991000175476]",0.8108952045440674,0.6085602641105652
568.3735439777374,"[96.12571716308594, 94.97383213043213, 95.9065089225769, 93.20594191551208, 91.73694491386414, 95.6610689163208]",0.8108952045440674,0.6069422364234924
559.5295372009277,"[93.79624724388123, 95.0516357421875, 92.93881726264954, 91.31203126907349, 92.39819741249084, 93.15147924423218]",0.8108952045440674,0.6160270571708679
559.931554555893,"[94.13990664482117, 91.07466554641724, 93.2155590057373, 93.87509632110596, 94.90893244743347, 91.98589587211609]",0.8108952045440674,0.6115778088569641
518.429755449295,"[86.63872766494751, 86.1343424320221, 87.00563406944275, 86.12361407279968, 85.8521773815155, 85.95885014533997]",0.8108952045440674,0.5974083542823792
556.5200655460358,"[96.15707683563232, 92.39345407485962, 91.18235421180725, 93.50896143913269, 90.63587856292725, 91.91460347175598]",0.8108952045440674,0.6031995415687561
550.1636478900909,"[93.94489121437073, 92.56750154495239, 92.39628386497498, 90.06921935081482, 89.56686544418335, 90.87288689613342]",0.8108952045440674,0.6155292987823486
551.1726789474487,"[92.83179974555969, 89.6680498123169, 91.10003471374512, 91.85100674629211, 90.961580991745, 94.01847457885742]",0.8108952045440674,0.6116153001785278
548.0976696014404,"[94.7173969745636, 92.1889259815216, 90.41445088386536, 88.54048323631287, 90.51703548431396, 91.05489110946655]",0.8108952045440674,0.60936039686203
508.69894671440125,"[86.69944858551025, 82.8319022655487, 85.30218029022217, 82.6844162940979, 84.3672034740448, 86.0872368812561]",0.8108952045440674,0.6172568202018738
521.463086605072,"[87.96033644676208, 86.98810291290283, 88.52142548561096, 89.08410668373108, 85.39447069168091, 82.78148293495178]",0.8108952045440674,0.6213412880897522
553.0705094337463,"[90.25928473472595, 94.5628354549408, 91.43823099136353, 91.56700134277344, 92.5493814945221, 91.97578859329224]",0.8108952045440674,0.621622622013092
552.0605709552765,"[92.225088596344, 91.65619826316833, 92.15648031234741, 92.05971550941467, 91.54929614067078, 91.51990723609924]",0.8108952045440674,0.6086159348487854
389.16670966148376,"[64.51962113380432, 62.07373595237732, 64.65330076217651, 64.86693739891052, 66.280925989151, 66.0209629535675]",0.8108952045440674,0.6254960894584656
439.3086507320404,"[75.51906394958496, 75.9740481376648, 73.26450276374817, 70.05013227462769, 73.63276362419128, 70.17310070991516]",0.8108952045440674,0.6219906210899353
534.8816986083984,"[89.31013011932373, 90.03091073036194, 88.92411923408508, 87.87210321426392, 87.46068692207336, 90.52402806282043]",0.8108952045440674,0.5995933413505554
574.8738338947296,"[97.82340002059937, 96.53989577293396, 94.33837485313416, 95.06406569480896, 95.6450765132904, 94.52951073646545]",0.8108952045440674,0.5988366007804871
566.5765833854675,"[92.98164653778076, 94.45697712898254, 94.92234635353088, 94.19327354431152, 95.2103898525238, 94.01549935340881]",0.8108952045440674,0.6015264391899109
567.8576111793518,"[93.8890151977539, 97.40352582931519, 94.71095776557922, 91.97238683700562, 93.13414239883423, 95.97337341308594]",0.8108952045440674,0.6046935319900513
566.8039667606354,"[95.61495876312256, 92.19738960266113, 96.37032628059387, 93.476633310318, 94.18104958534241, 94.16105484962463]",0.8108952045440674,0.5950285792350769
567.8832097053528,"[97.04174327850342, 92.96584153175354, 93.58663868904114, 94.23392605781555, 93.5030164718628, 95.82627296447754]",0.8108952045440674,0.6032713651657104
