total_time,call_back_time,test_acc,test_loss
2789.748396873474,"[126.9337944984436, 116.97676229476929, 114.01571154594421, 115.74097013473511, 117.07745146751404, 116.88543653488159, 114.43145656585693, 114.9922833442688, 113.53281426429749, 108.34505772590637, 116.47909164428711, 115.13721752166748, 120.11653470993042, 117.26414060592651, 111.66430997848511, 115.47245621681213, 117.50412273406982, 114.22690892219543, 117.3334538936615, 119.15940570831299, 115.50108242034912, 117.05286622047424, 120.23132300376892, 109.17330193519592]",0.4212774336338043,1.562082290649414
475.53547859191895,"[118.566721200943, 117.7676990032196, 118.3976697921753, 120.03447914123535]",0.3077072501182556,1.8707306385040283
712.193496465683,"[118.27494835853577, 119.03590130805969, 117.66881966590881, 115.648268699646, 122.46953988075256, 118.3609733581543]",0.3077072501182556,1.8684428930282593
3052.653937101364,"[119.40667462348938, 120.36894154548645, 123.33158898353577, 125.18824887275696, 121.7179343700409, 120.99201655387878, 115.2660117149353, 118.78380727767944, 125.19627928733826, 123.86064291000366, 120.46520686149597, 120.05602884292603, 124.29992389678955, 124.4562475681305, 121.04002666473389, 120.87427425384521, 120.93923664093018, 123.81835961341858, 123.46392750740051, 123.98372483253479, 123.09351801872253, 125.53292751312256, 122.29314804077148, 120.91259288787842, 122.41705846786499]",0.5065035820007324,1.3308355808258057
3038.267562150955,"[121.46795082092285, 120.74398708343506, 124.208181142807, 120.67438793182373, 123.69010305404663, 123.7264621257782, 116.69771552085876, 123.98769235610962, 123.99477577209473, 120.17270231246948, 119.19707798957825, 119.64793133735657, 123.49177861213684, 121.56047582626343, 123.64488315582275, 123.13128662109375, 121.34121203422546, 120.79220008850098, 121.51903414726257, 120.79212498664856, 120.19165110588074, 121.53879141807556, 118.66871476173401, 121.92016625404358, 120.60259127616882]",0.34847602248191833,1.7664709091186523
501.80300736427307,"[126.6001148223877, 126.50705671310425, 124.03946423530579, 123.88239741325378]",0.3077072501182556,1.8777183294296265
1595.7683973312378,"[119.83122420310974, 121.80801463127136, 124.90621709823608, 121.64069390296936, 124.63480710983276, 121.24241471290588, 124.67796897888184, 123.666921377182, 122.6414041519165, 125.582275390625, 120.38376331329346, 122.76570057868958, 121.09628391265869]",0.3077072501182556,1.871730923652649
632.6782746315002,"[125.75322771072388, 128.53564763069153, 125.52352929115295, 126.85220837593079, 125.30510950088501]",0.3077072501182556,1.874988079071045
3139.1029872894287,"[128.1250684261322, 126.49915742874146, 127.11793684959412, 125.05217170715332, 122.96619606018066, 123.4218122959137, 124.4118332862854, 127.21641421318054, 122.07579636573792, 125.21761679649353, 124.71301913261414, 127.54564547538757, 126.79636526107788, 127.92185711860657, 125.08355188369751, 125.6170403957367, 125.17671918869019, 124.9600818157196, 125.38880014419556, 130.24731588363647, 123.92014622688293, 124.46923041343689, 123.15402007102966, 122.48792243003845, 128.7474844455719]",0.7928557395935059,0.674187958240509
3189.640506505966,"[128.0712766647339, 126.41597962379456, 126.39799046516418, 127.96981263160706, 127.67441511154175, 128.68820452690125, 127.04670834541321, 126.2085964679718, 126.93888664245605, 129.8372826576233, 129.9199686050415, 128.0344853401184, 127.72862243652344, 128.89720511436462, 127.1740152835846, 126.87154364585876, 127.72035932540894, 127.54788661003113, 127.34073257446289, 126.85780787467957, 126.74196791648865, 129.76072573661804, 126.65504288673401, 124.06059432029724, 128.40311932563782]",0.8161522150039673,0.6686413288116455
3005.560269355774,"[135.0336513519287, 134.73294520378113, 136.0753002166748, 135.8029055595398, 135.85175371170044, 132.23805499076843, 137.3600435256958, 136.04242992401123, 135.02231192588806, 136.26983404159546, 136.57041358947754, 138.61230564117432, 137.18318128585815, 137.22071838378906, 138.27204537391663, 140.19722056388855, 137.08224320411682, 136.99814009666443, 136.22444796562195, 140.59238696098328, 135.97675943374634, 135.64097332954407]",0.8161522150039673,0.709683358669281
5484.623698711395,"[221.48955869674683, 221.17120742797852, 218.0260112285614, 217.64255690574646, 217.7353639602661, 220.5584361553192, 218.56697130203247, 218.23176765441895, 218.68006563186646, 218.51382303237915, 218.37645292282104, 219.70782566070557, 218.0072717666626, 219.9689164161682, 218.58463859558105, 218.43899130821228, 221.19320797920227, 219.87738394737244, 220.99909710884094, 221.8864550590515, 218.9543216228485, 219.73808312416077, 219.68747425079346, 217.61947441101074, 220.2980809211731]",0.7674238085746765,0.7239705324172974
3010.913477420807,"[149.72804832458496, 151.267103433609, 150.4396824836731, 149.3883945941925, 149.20828223228455, 151.6209363937378, 153.34174919128418, 151.20627331733704, 148.52232456207275, 151.85095953941345, 150.4411187171936, 151.322114944458, 148.5763590335846, 148.9812467098236, 151.6375994682312, 150.28990650177002, 149.5358054637909, 151.94996666908264, 150.07338333129883, 150.94576478004456]",0.8099398016929626,0.7082085609436035
5033.542747020721,"[201.60152435302734, 200.0712912082672, 201.71092748641968, 201.39018392562866, 201.26743340492249, 202.44923210144043, 203.7536163330078, 201.09940242767334, 200.36359572410583, 200.87468838691711, 201.7851207256317, 201.47749376296997, 201.25063395500183, 202.65387392044067, 202.0927197933197, 200.8327398300171, 202.12528085708618, 200.0580358505249, 196.0634627342224, 201.00647807121277, 202.45324993133545, 201.6300015449524, 200.67766404151917, 203.03617024421692, 200.9012463092804]",0.6606484055519104,0.9998531937599182
7575.039139509201,"[301.81814312934875, 302.87378096580505, 304.6412982940674, 300.86194825172424, 303.72010374069214, 307.16503834724426, 302.9932339191437, 304.5287621021271, 305.569482088089, 298.70413994789124, 300.45050835609436, 300.1999487876892, 303.35134077072144, 301.3536367416382, 304.67774510383606, 305.3399693965912, 307.57870411872864, 301.9428358078003, 306.19905257225037, 299.7448318004608, 301.41069316864014, 300.8945026397705, 302.7764229774475, 303.0828506946564, 302.19262504577637]",0.6738497614860535,0.9417672157287598
